time;arousal;valence
0.00;0.0;0.0
0.04;0.0;0.0
0.08;0.0;0.0
0.12;0.0;0.0
0.16;0.0;0.0
0.20;0.0;0.0
0.24;0.0;0.0
0.28;0.0;0.0
0.32;0.0;0.0
0.36;0.0;0.0
0.40;0.0;0.0
0.44;0.0;0.0
0.48;0.0;0.0
0.52;0.0;0.0
0.56;0.0;0.0
0.60;0.0;0.0
0.64;0.0;0.0
0.68;0.0;0.0
0.72;0.0;0.0
0.76;0.0;0.0
0.80;0.0;0.0
0.84;-0.0016666666666666668;0.011666666666666667
0.88;0.0;0.01
0.92;0.0;0.008333333333333333
0.96;0.0;0.013333333333333334
1.00;0.0;0.015
1.04;0.0016666666666666668;0.018333333333333333
1.08;0.005;0.02
1.12;0.008333333333333333;0.023333333333333334
1.16;0.01;0.024999999999999998
1.20;0.01;0.02666666666666667
1.24;0.01;0.03
1.28;0.011666666666666667;0.03166666666666667
1.32;0.015;0.03333333333333333
1.36;0.015;0.041666666666666664
1.40;0.015;0.05000000000000001
1.44;0.015;0.055
1.48;0.015;0.055
1.52;0.016666666666666666;0.05833333333333334
1.56;0.018333333333333333;0.06333333333333334
1.60;0.02;0.06833333333333334
1.64;0.023333333333333334;0.07166666666666667
1.68;0.024999999999999998;0.07666666666666667
1.72;0.03;0.08166666666666667
1.76;0.03166666666666667;0.08666666666666667
1.80;0.03166666666666667;0.085
1.84;0.028333333333333335;0.085
1.88;0.028333333333333335;0.08333333333333333
1.92;0.028333333333333335;0.07666666666666666
1.96;0.028333333333333335;0.07333333333333333
2.00;0.028333333333333335;0.07166666666666667
2.04;0.02666666666666667;0.06999999999999999
2.08;0.02666666666666667;0.07833333333333332
2.12;0.024999999999999998;0.09000000000000001
2.16;0.023333333333333334;0.09000000000000001
2.20;0.02;0.085
2.24;0.02;0.085
2.28;0.018333333333333337;0.08333333333333333
2.32;0.016666666666666666;0.085
2.36;0.016666666666666666;0.085
2.40;0.02;0.085
2.44;0.028333333333333332;0.085
2.48;0.03666666666666667;0.08333333333333333
2.52;0.03666666666666667;0.08333333333333333
2.56;0.03833333333333333;0.08333333333333333
2.60;0.041666666666666664;0.08166666666666665
2.64;0.04833333333333333;0.08
2.68;0.049999999999999996;0.07833333333333332
2.72;0.05333333333333334;0.07833333333333332
2.76;0.05499999999999999;0.08
2.80;0.06166666666666667;0.07833333333333334
2.84;0.06999999999999999;0.08166666666666667
2.88;0.075;0.085
2.92;0.08333333333333333;0.08833333333333333
2.96;0.085;0.08666666666666667
3.00;0.08833333333333332;0.09000000000000001
3.04;0.09333333333333332;0.08833333333333333
3.08;0.09666666666666666;0.08333333333333333
3.12;0.09999999999999999;0.08166666666666665
3.16;0.09999999999999999;0.07999999999999999
3.20;0.10166666666666667;0.07833333333333332
3.24;0.10166666666666667;0.07499999999999998
3.28;0.10333333333333333;0.07333333333333332
3.32;0.10333333333333333;0.07499999999999998
3.36;0.10166666666666667;0.07499999999999998
3.40;0.10166666666666667;0.07499999999999998
3.44;0.10166666666666668;0.07999999999999999
3.48;0.10000000000000002;0.08166666666666665
3.52;0.10166666666666668;0.08166666666666665
3.56;0.10000000000000002;0.08166666666666667
3.60;0.10166666666666668;0.08166666666666667
3.64;0.10000000000000002;0.08333333333333333
3.68;0.09333333333333334;0.08333333333333333
3.72;0.09000000000000001;0.085
3.76;0.08833333333333333;0.085
3.80;0.08833333333333333;0.085
3.84;0.09000000000000001;0.085
3.88;0.09000000000000001;0.085
3.92;0.09333333333333334;0.085
3.96;0.10166666666666668;0.085
4.00;0.10666666666666669;0.08666666666666667
4.04;0.10833333333333334;0.08666666666666667
4.08;0.10833333333333334;0.08666666666666667
4.12;0.10666666666666667;0.08666666666666667
4.16;0.105;0.08666666666666667
4.20;0.105;0.08666666666666667
4.24;0.10166666666666667;0.08666666666666667
4.28;0.10166666666666667;0.085
4.32;0.09999999999999999;0.07833333333333334
4.36;0.09833333333333333;0.07333333333333333
4.40;0.09833333333333331;0.06999999999999999
4.44;0.09666666666666668;0.07166666666666667
4.48;0.09333333333333334;0.07166666666666667
4.52;0.09333333333333334;0.07333333333333333
4.56;0.09166666666666667;0.07333333333333333
4.60;0.08833333333333333;0.07333333333333333
4.64;0.08666666666666667;0.075
4.68;0.08333333333333333;0.07666666666666667
4.72;0.08;0.07833333333333334
4.76;0.07666666666666667;0.07999999999999999
4.80;0.07166666666666667;0.08166666666666665
4.84;0.06333333333333332;0.08333333333333333
4.88;0.05666666666666667;0.085
4.92;0.05666666666666667;0.085
4.96;0.05666666666666667;0.08666666666666667
5.00;0.05833333333333334;0.08833333333333333
5.04;0.06166666666666667;0.09166666666666667
5.08;0.06333333333333334;0.09333333333333334
5.12;0.061666666666666675;0.09333333333333334
5.16;0.06333333333333334;0.09333333333333334
5.20;0.065;0.09333333333333334
5.24;0.07166666666666667;0.09333333333333334
5.28;0.07833333333333332;0.09166666666666667
5.32;0.08166666666666667;0.09166666666666667
5.36;0.085;0.09166666666666667
5.40;0.08666666666666667;0.09166666666666667
5.44;0.08666666666666667;0.09166666666666667
5.48;0.08833333333333333;0.09166666666666667
5.52;0.08833333333333333;0.09166666666666667
5.56;0.08833333333333333;0.09166666666666667
5.60;0.08999999999999998;0.09166666666666667
5.64;0.08999999999999998;0.09166666666666667
5.68;0.08666666666666667;0.09000000000000001
5.72;0.085;0.09000000000000001
5.76;0.08;0.09000000000000001
5.80;0.075;0.08833333333333333
5.84;0.07;0.08666666666666667
5.88;0.06833333333333334;0.085
5.92;0.065;0.085
5.96;0.065;0.08333333333333333
6.00;0.065;0.08333333333333333
6.04;0.06;0.08166666666666667
6.08;0.05333333333333334;0.08166666666666667
6.12;0.041666666666666664;0.08
6.16;0.03333333333333333;0.08
6.20;0.028333333333333332;0.08
6.24;0.02666666666666666;0.08
6.28;0.023333333333333334;0.08
6.32;0.01166666666666667;0.08
6.36;0.001666666666666666;0.08
6.40;-0.0066666666666666706;0.08
6.44;-0.019999999999999997;0.08
6.48;-0.025000000000000005;0.08
6.52;-0.03166666666666667;0.08
6.56;-0.03833333333333334;0.08
6.60;-0.045000000000000005;0.07833333333333332
6.64;-0.05666666666666668;0.07666666666666666
6.68;-0.06166666666666668;0.07666666666666666
6.72;-0.06833333333333336;0.07666666666666666
6.76;-0.07166666666666667;0.075
6.80;-0.07500000000000001;0.07333333333333333
6.84;-0.07833333333333335;0.06833333333333333
6.88;-0.08000000000000002;0.06333333333333332
6.92;-0.08166666666666668;0.061666666666666654
6.96;-0.08166666666666668;0.05999999999999999
7.00;-0.08666666666666668;0.05833333333333334
7.04;-0.08999999999999998;0.055
7.08;-0.10333333333333333;0.05333333333333334
7.12;-0.10666666666666667;0.051666666666666666
7.16;-0.11;0.048333333333333346
7.20;-0.11166666666666668;0.04666666666666668
7.24;-0.115;0.04666666666666668
7.28;-0.11833333333333335;0.04500000000000001
7.32;-0.12333333333333335;0.04166666666666668
7.36;-0.12333333333333335;0.04000000000000001
7.40;-0.12333333333333335;0.03500000000000001
7.44;-0.125;0.030000000000000002
7.48;-0.12833333333333333;0.028333333333333335
7.52;-0.13999999999999999;0.02333333333333333
7.56;-0.15166666666666664;0.021666666666666664
7.60;-0.16666666666666666;0.021666666666666664
7.64;-0.18333333333333332;0.018333333333333333
7.68;-0.19499999999999998;0.01166666666666667
