time;arousal;valence
0.00;0.0;0.0
0.04;0.0;0.0
0.08;0.0;0.0
0.12;0.0;0.0
0.16;0.0;0.0
0.20;0.0;0.0
0.24;0.0;0.0
0.28;0.0;0.0
0.32;0.0;0.0
0.36;0.0;0.0
0.40;0.0;0.0
0.44;0.0;0.0
0.48;0.0;0.0
0.52;0.0;0.0
0.56;0.0;0.0
0.60;0.0;0.0
0.64;0.0;0.0
0.68;0.0;0.0
0.72;0.0;0.0
0.76;0.0;0.0
0.80;0.0;0.0
0.84;0.0;0.0
0.88;0.0;0.0
0.92;0.0;0.0
0.96;0.0033333333333333335;0.0
1.00;0.0033333333333333335;0.0
1.04;0.0033333333333333335;0.0
1.08;0.0033333333333333335;0.0
1.12;0.0033333333333333335;0.0
1.16;0.0033333333333333335;0.0
1.20;0.0016666666666666668;0.0
1.24;0.0016666666666666668;0.0
1.28;0.0016666666666666668;0.0
1.32;0.0016666666666666668;0.0
1.36;0.0;0.0
1.40;0.0;0.0
1.44;0.0;0.0
1.48;0.0;0.0
1.52;0.0;-0.0016666666666666668
1.56;0.0;-0.0016666666666666668
1.60;0.0;0.0016666666666666668
1.64;0.0;0.0033333333333333335
1.68;0.0016666666666666668;0.005
1.72;0.0016666666666666668;0.005
1.76;0.0016666666666666668;0.005
1.80;0.0016666666666666668;0.005
1.84;0.0016666666666666668;0.008333333333333333
1.88;0.0016666666666666668;0.008333333333333333
1.92;0.0016666666666666668;0.005
1.96;0.0016666666666666668;0.006666666666666667
2.00;0.0016666666666666668;0.006666666666666667
2.04;0.0016666666666666668;0.004999999999999998
2.08;0.0016666666666666668;0.005
2.12;0.0016666666666666668;0.006666666666666667
2.16;0.0016666666666666668;0.008333333333333333
2.20;0.0016666666666666668;0.011666666666666667
2.24;0.0016666666666666668;0.015000000000000001
2.28;0.0016666666666666668;0.015000000000000001
2.32;0.0016666666666666668;0.016666666666666666
2.36;0.0016666666666666668;0.018333333333333333
2.40;0.0016666666666666668;0.018333333333333333
2.44;0.0016666666666666668;0.018333333333333333
2.48;0.0016666666666666668;0.02
2.52;0.0016666666666666668;0.02
2.56;0.0016666666666666668;0.02
2.60;0.0016666666666666668;0.02
2.64;0.0033333333333333327;0.021666666666666664
2.68;0.0033333333333333327;0.024999999999999998
2.72;0.0033333333333333327;0.028333333333333332
2.76;0.0033333333333333327;0.028333333333333332
2.80;0.005;0.03166666666666667
2.84;0.0033333333333333327;0.03333333333333333
2.88;0.0033333333333333327;0.03833333333333334
2.92;0.0033333333333333327;0.043333333333333335
2.96;0.005;0.04666666666666667
3.00;0.005;0.04833333333333334
3.04;0.008333333333333333;0.04833333333333334
3.08;0.01;0.04833333333333334
3.12;0.01;0.05499999999999999
3.16;0.011666666666666667;0.05833333333333333
3.20;0.015;0.06666666666666667
3.24;0.016666666666666666;0.07166666666666667
3.28;0.02;0.075
3.32;0.021666666666666667;0.07833333333333332
3.36;0.024999999999999998;0.08
3.40;0.02666666666666666;0.08333333333333333
3.44;0.03;0.08666666666666667
3.48;0.03333333333333333;0.09000000000000001
3.52;0.03666666666666666;0.09166666666666667
3.56;0.03833333333333333;0.09333333333333334
3.60;0.04;0.09666666666666668
3.64;0.041666666666666664;0.10000000000000002
3.68;0.043333333333333335;0.10333333333333335
3.72;0.043333333333333335;0.10833333333333334
3.76;0.04666666666666667;0.11333333333333333
3.80;0.04666666666666667;0.11833333333333333
3.84;0.04666666666666667;0.12666666666666668
3.88;0.04833333333333334;0.13833333333333334
3.92;0.05000000000000001;0.14666666666666667
3.96;0.05333333333333334;0.155
4.00;0.055;0.16
4.04;0.05666666666666667;0.165
4.08;0.05833333333333333;0.17
4.12;0.06;0.17500000000000002
4.16;0.06166666666666667;0.18333333333333335
4.20;0.06666666666666667;0.18833333333333332
4.24;0.075;0.19499999999999998
4.28;0.08166666666666667;0.20333333333333334
4.32;0.085;0.21
4.36;0.08666666666666667;0.21666666666666667
4.40;0.09166666666666667;0.23333333333333336
4.44;0.09999999999999999;0.25833333333333336
4.48;0.10499999999999998;0.27666666666666667
4.52;0.10666666666666665;0.2866666666666667
4.56;0.10999999999999999;0.2866666666666667
4.60;0.11333333333333333;0.29
4.64;0.11833333333333333;0.2966666666666667
4.68;0.125;0.30333333333333334
4.72;0.13;0.30833333333333335
4.76;0.135;0.3116666666666667
4.80;0.13833333333333334;0.3166666666666667
4.84;0.1466666666666667;0.32000000000000006
4.88;0.15500000000000003;0.3233333333333333
4.92;0.16166666666666665;0.325
4.96;0.16499999999999998;0.32666666666666666
5.00;0.16666666666666663;0.33
5.04;0.17;0.33666666666666667
5.08;0.17333333333333334;0.34833333333333333
5.12;0.17499999999999996;0.355
5.16;0.17499999999999996;0.3566666666666667
5.20;0.17666666666666664;0.36333333333333334
5.24;0.17833333333333334;0.37166666666666665
5.28;0.17833333333333334;0.37333333333333335
5.32;0.17833333333333334;0.3766666666666667
5.36;0.18166666666666664;0.38000000000000006
5.40;0.18166666666666664;0.38000000000000006
5.44;0.18166666666666664;0.38166666666666665
5.48;0.18166666666666664;0.385
5.52;0.18333333333333335;0.38666666666666666
5.56;0.18333333333333335;0.38833333333333336
5.60;0.18499999999999997;0.38999999999999996
5.64;0.18666666666666665;0.38999999999999996
5.68;0.18833333333333332;0.39166666666666666
5.72;0.19166666666666665;0.39333333333333337
5.76;0.19166666666666665;0.3966666666666667
5.80;0.19333333333333336;0.3983333333333334
5.84;0.19333333333333336;0.40166666666666667
5.88;0.19499999999999998;0.40166666666666667
5.92;0.19499999999999998;0.4033333333333334
5.96;0.19499999999999998;0.40666666666666673
6.00;0.19499999999999998;0.41
6.04;0.19666666666666668;0.415
6.08;0.20166666666666666;0.42166666666666663
6.12;0.20333333333333334;0.43166666666666664
6.16;0.20500000000000004;0.435
6.20;0.21;0.4366666666666667
6.24;0.215;0.4366666666666667
6.28;0.21833333333333335;0.4366666666666667
6.32;0.22333333333333336;0.4383333333333333
6.36;0.22833333333333336;0.44166666666666665
6.40;0.23;0.4483333333333333
6.44;0.2316666666666667;0.4583333333333333
6.48;0.23833333333333337;0.46166666666666667
6.52;0.245;0.4666666666666666
6.56;0.245;0.4716666666666667
6.60;0.245;0.4766666666666666
6.64;0.24666666666666667;0.48500000000000004
6.68;0.24666666666666667;0.48833333333333334
6.72;0.24666666666666667;0.4916666666666667
6.76;0.25166666666666665;0.4933333333333334
6.80;0.25333333333333335;0.49500000000000005
6.84;0.25666666666666665;0.49333333333333335
6.88;0.26000000000000006;0.505
6.92;0.26333333333333336;0.505
6.96;0.26666666666666666;0.5066666666666667
7.00;0.26833333333333337;0.5066666666666667
7.04;0.26833333333333337;0.5066666666666667
7.08;0.27166666666666667;0.5083333333333333
7.12;0.2733333333333334;0.5066666666666667
7.16;0.27499999999999997;0.5066666666666667
7.20;0.27499999999999997;0.505
7.24;0.27666666666666667;0.5033333333333333
7.28;0.2800000000000001;0.5016666666666666
7.32;0.2816666666666667;0.5016666666666666
7.36;0.2816666666666667;0.4983333333333333
7.40;0.2816666666666667;0.4983333333333333
7.44;0.285;0.49833333333333335
7.48;0.285;0.49666666666666676
7.52;0.285;0.49500000000000005
7.56;0.2866666666666666;0.4933333333333334
7.60;0.2866666666666667;0.4933333333333334
7.64;0.285;0.4916666666666667
7.68;0.2833333333333334;0.48833333333333334
