time,arousal,valence
0.00,0.0,0.0
0.04,0.0,0.0
0.08,0.0,0.0
0.12,0.0,0.0
0.16,0.0,0.0
0.20,0.0,0.0
0.24,0.0,0.0
0.28,0.0,0.0
0.32,0.0,0.0
0.36,0.0,0.0
0.40,0.0,0.0033333333333333335
0.44,0.0,0.006666666666666667
0.48,0.0,0.01
0.52,0.0,0.02
0.56,0.0,0.034999999999999996
0.60,0.0016666666666666668,0.045000000000000005
0.64,0.006666666666666667,0.045000000000000005
0.68,0.024999999999999998,0.04666666666666667
0.72,0.041666666666666664,0.04666666666666667
0.76,0.051666666666666666,0.04666666666666667
0.80,0.055,0.043333333333333335
0.84,0.055,0.028333333333333335
0.88,0.055,0.0033333333333333335
0.92,0.055,-0.0016666666666666668
0.96,0.055,0.005
1.00,0.05666666666666667,0.011666666666666667
1.04,0.06,0.016666666666666666
1.08,0.06333333333333334,0.02
1.12,0.06333333333333334,0.021666666666666667
1.16,0.06666666666666667,0.021666666666666667
1.20,0.07333333333333333,0.023333333333333334
1.24,0.07833333333333334,0.023333333333333334
1.28,0.07833333333333334,0.023333333333333334
1.32,0.08,0.023333333333333334
1.36,0.08,0.023333333333333334
1.40,0.08,0.023333333333333334
1.44,0.08166666666666667,0.02666666666666667
1.48,0.08166666666666667,0.028333333333333335
1.52,0.08,0.030000000000000002
1.56,0.08,0.03166666666666667
1.60,0.07666666666666667,0.03833333333333334
1.64,0.07666666666666667,0.043333333333333335
1.68,0.07833333333333334,0.04666666666666667
1.72,0.07833333333333334,0.04833333333333334
1.76,0.08166666666666667,0.051666666666666666
1.80,0.08166666666666667,0.051666666666666666
1.84,0.08333333333333333,0.051666666666666666
1.88,0.08333333333333333,0.05333333333333334
1.92,0.08333333333333333,0.05333333333333334
1.96,0.08166666666666667,0.056666666666666664
2.00,0.08166666666666667,0.06
2.04,0.08166666666666667,0.06333333333333334
2.08,0.08166666666666667,0.065
2.12,0.08,0.065
2.16,0.07833333333333332,0.065
2.20,0.07833333333333332,0.065
2.24,0.07666666666666667,0.06833333333333334
2.28,0.075,0.07
2.32,0.07333333333333333,0.07
2.36,0.07333333333333333,0.07
2.40,0.07166666666666667,0.07333333333333335
2.44,0.07166666666666667,0.075
2.48,0.06999999999999999,0.075
2.52,0.06833333333333334,0.075
2.56,0.06666666666666667,0.075
2.60,0.06666666666666667,0.075
2.64,0.065,0.075
2.68,0.06333333333333334,0.075
2.72,0.06166666666666667,0.075
2.76,0.06166666666666667,0.075
2.80,0.06166666666666667,0.07333333333333333
2.84,0.06333333333333334,0.07166666666666667
2.88,0.06333333333333334,0.06666666666666667
2.92,0.06333333333333334,0.06333333333333334
2.96,0.06333333333333334,0.06166666666666667
3.00,0.06333333333333334,0.06166666666666667
3.04,0.06166666666666667,0.06166666666666667
3.08,0.06166666666666667,0.06
3.12,0.06166666666666667,0.06
3.16,0.06166666666666667,0.05666666666666667
3.20,0.06166666666666667,0.05166666666666667
3.24,0.06333333333333334,0.04833333333333334
3.28,0.06833333333333334,0.04666666666666667
3.32,0.07,0.045000000000000005
3.36,0.07166666666666667,0.04833333333333334
3.40,0.075,0.053333333333333344
3.44,0.07666666666666667,0.053333333333333344
3.48,0.08166666666666668,0.055000000000000014
3.52,0.08666666666666667,0.05833333333333335
3.56,0.09000000000000001,0.05833333333333335
3.60,0.09166666666666667,0.05833333333333335
3.64,0.09333333333333334,0.061666666666666675
3.68,0.09666666666666668,0.06333333333333332
3.72,0.09833333333333334,0.06499999999999999
3.76,0.10000000000000002,0.06499999999999999
3.80,0.10000000000000002,0.06499999999999999
3.84,0.10000000000000002,0.06833333333333333
3.88,0.10333333333333335,0.06999999999999999
3.92,0.10833333333333335,0.07166666666666667
3.96,0.11333333333333334,0.07166666666666667
4.00,0.11833333333333335,0.07166666666666667
4.04,0.12166666666666666,0.07333333333333333
4.08,0.12166666666666666,0.07333333333333333
4.12,0.12166666666666666,0.07333333333333333
4.16,0.12166666666666666,0.075
4.20,0.125,0.07833333333333332
4.24,0.125,0.07833333333333332
4.28,0.12666666666666668,0.07999999999999999
4.32,0.125,0.07999999999999999
4.36,0.12333333333333334,0.08166666666666665
4.40,0.12166666666666666,0.08333333333333333
4.44,0.12166666666666666,0.08333333333333333
4.48,0.12,0.08333333333333333
4.52,0.11833333333333333,0.08
4.56,0.11833333333333333,0.08
4.60,0.11666666666666665,0.08
4.64,0.11666666666666665,0.08166666666666665
4.68,0.11833333333333333,0.08166666666666665
4.72,0.12,0.085
4.76,0.12,0.08166666666666665
4.80,0.11833333333333333,0.08166666666666665
4.84,0.11833333333333333,0.08166666666666668
4.88,0.11666666666666665,0.08333333333333333
4.92,0.11666666666666665,0.085
4.96,0.11499999999999999,0.08666666666666667
5.00,0.11499999999999999,0.08666666666666667
5.04,0.11499999999999999,0.08666666666666667
5.08,0.11499999999999999,0.08833333333333333
5.12,0.11666666666666665,0.09000000000000001
5.16,0.11833333333333333,0.09000000000000001
5.20,0.12,0.09000000000000001
5.24,0.12166666666666666,0.09166666666666667
5.28,0.12333333333333334,0.09333333333333334
5.32,0.12666666666666668,0.09333333333333334
5.36,0.12833333333333333,0.09500000000000001
5.40,0.13,0.09666666666666668
5.44,0.13166666666666668,0.09666666666666668
5.48,0.13333333333333333,0.09666666666666668
5.52,0.13333333333333333,0.09666666666666668
5.56,0.13499999999999998,0.09833333333333334
5.60,0.13499999999999998,0.09833333333333334
5.64,0.13666666666666666,0.09833333333333334
5.68,0.13666666666666666,0.09833333333333334
5.72,0.13666666666666666,0.09833333333333334
5.76,0.13666666666666666,0.10000000000000002
5.80,0.13666666666666666,0.10166666666666668
5.84,0.13833333333333334,0.10166666666666668
5.88,0.13666666666666666,0.10166666666666668
5.92,0.13666666666666666,0.10166666666666668
5.96,0.13666666666666666,0.10166666666666668
6.00,0.13666666666666666,0.10166666666666668
6.04,0.13499999999999998,0.10166666666666668
6.08,0.13499999999999998,0.10000000000000002
6.12,0.13499999999999998,0.09833333333333334
6.16,0.13333333333333333,0.09833333333333334
6.20,0.13166666666666668,0.09833333333333334
6.24,0.13,0.09833333333333334
6.28,0.13,0.10000000000000002
6.32,0.13,0.10000000000000002
6.36,0.12999999999999998,0.09833333333333334
6.40,0.12666666666666665,0.09833333333333334
6.44,0.12499999999999999,0.09666666666666668
6.48,0.12166666666666669,0.09666666666666668
6.52,0.12000000000000001,0.09666666666666668
6.56,0.12166666666666669,0.09833333333333334
6.60,0.12166666666666669,0.09833333333333334
6.64,0.12166666666666669,0.09666666666666668
6.68,0.12166666666666669,0.09666666666666668
6.72,0.12166666666666669,0.09666666666666668
6.76,0.12166666666666669,0.09833333333333334
6.80,0.12166666666666669,0.10000000000000002
6.84,0.11833333333333335,0.10000000000000002
6.88,0.115,0.10000000000000002
6.92,0.11,0.10166666666666668
6.96,0.10166666666666667,0.10333333333333335
7.00,0.09833333333333333,0.10500000000000002
7.04,0.09999999999999999,0.10500000000000002
7.08,0.09833333333333334,0.10666666666666669
7.12,0.09833333333333334,0.10833333333333335
7.16,0.09833333333333334,0.11
7.20,0.09666666666666668,0.11333333333333334
7.24,0.09500000000000001,0.11666666666666665
7.28,0.09500000000000001,0.11666666666666665
7.32,0.09500000000000001,0.12333333333333334
7.36,0.09500000000000001,0.125
7.40,0.09333333333333334,0.13
